text	motif
3114	и чтобы спастись от своего страха она поспешно пошла в кабинет к нему
3114	и чтобы спастись от своего страха она поспешно пошла в кабинет к нему
3119	она боялась оставаться одна теперь и вслед за человеком вышла из комнаты и пошла в детскую
3119	она боялась оставаться одна теперь и вслед за человеком вышла из комнаты и пошла в детскую
3121	что это я с ума схожу и она пошла в спальню где аннушка убирала комнату
3121	что это я с ума схожу и она пошла в спальню где аннушка убирала комнату
3122	но никто не шел на лестницу и внизу слышны были голоса
3122	но никто не шел на лестницу и внизу слышны были голоса
3138	мы именно шли навстречу до связи а потом неудержимо расходимся в разные стороны
3138	мы именно шли навстречу до связи а потом неудержимо расходимся в разные стороны
3147	быстрым легким шагом спустившись по ступенькам которые шли от водокачки к рельсам она остановилась подле вплоть мимо ее проходящего поезда
3147	она ускорила шаг и отошла от них к краю платформы
3147	быстрым легким шагом спустившись по ступенькам которые шли от водокачки к рельсам она остановилась подле вплоть мимо ее проходящего поезда
3147	она ускорила шаг и отошла от них к краю платформы
3165	iv во время остановки в губернском городе сергей иванович не пошел в буфет а стал ходить взад и вперед по платформе
3165	на большой станции в городе опять пение и крики встретили добровольцев опять явились с кружками сборщицы и сборщики и губернские дамы поднесли букеты добровольцам и пошли за ними в буфет но все это было уже гораздо слабее и меньше чем в москве
3165	iv во время остановки в губернском городе сергей иванович не пошел в буфет а стал ходить взад и вперед по платформе
3165	на большой станции в городе опять пение и крики встретили добровольцев опять явились с кружками сборщицы и сборщики и губернские дамы поднесли букеты добровольцам и пошли за ними в буфет но все это было уже гораздо слабее и меньше чем в москве
3173	он пошел на хутор
3173	он пошел на хутор
3174	и она чувствуя прилив молока скорым шагом пошла в детскую
3174	и она чувствуя прилив молока скорым шагом пошла в детскую
3197	проговорил левин задыхаясь от волнения и повернувшись взял свою палку и быстро пошел прочь к дому
3198	xii левин шел большими шагами по большой дороге прислушиваясь не столько к своим мыслям он не мог еще разобрать их сколько к душевному состоянию прежде никогда им не испытанному
3198	xii левин шел большими шагами по большой дороге прислушиваясь не столько к своим мыслям он не мог еще разобрать их сколько к душевному состоянию прежде никогда им не испытанному
3211	и мама идет и дедушка и сергей иваныч и еще кто-то говорили они влезая на тележку
3215	дойдя по узкой тропинке до нескошенной полянки покрытой с одной стороны сплошной яркой иван-да-марьей среди которой часто разрослись темно-зеленые высокие кусты чемерицы левин поместил своих гостей в густой свежей тени молодых осинок на скамейке и обрубках нарочно приготовленных для посетителей пчельника боящихся пчел а сам пошел на осек чтобы принести детям и большим хлеба огурцов и свежего меда
3215	дойдя по узкой тропинке до нескошенной полянки покрытой с одной стороны сплошной яркой иван-да-марьей среди которой часто разрослись темно-зеленые высокие кусты чемерицы левин поместил своих гостей в густой свежей тени молодых осинок на скамейке и обрубках нарочно приготовленных для посетителей пчельника боящихся пчел а сам пошел на осек чтобы принести детям и большим хлеба огурцов и свежего меда
3231	белый занавес проливного дождя уже захватывал весь дальний лес и половину ближнего поля и быстро подвигался к колку
3231	белый занавес проливного дождя уже захватывал весь дальний лес и половину ближнего поля и быстро подвигался к колку
3235	так как это случалось только при важных случаях левин пошел в детскую
3235	о перерыве интересного разговора и вместе с тем беспокоясь о том зачем его звали так как это случалось только при важных случаях левин пошел в детскую
3236	он шел через террасу и смотрел на выступавшие две звезды на потемневшем уже небе и вдруг вспомнил да глядя на небо я думал о том что свод который я вижу не есть неправда и при этом что-то я недодумал что-то я скрыл от себя подумал он
3236	он шел через террасу и смотрел на выступавшие две звезды на потемневшем уже небе и вдруг вспомнил да глядя на небо я думал о том что свод который я вижу не есть неправда и при этом что-то я недодумал что-то я скрыл от себя подумал он
3260	iv во время остановки в губернском городе сергей иванович не пошел в буфет а стал ходить взад и вперед по платформе
3260	на большой станции в городе опять пение и крики встретили добровольцев опять явились с кружками сборщицы и сборщики и губернские дамы поднесли букеты добровольцам и пошли за ними в буфет но все это было уже гораздо слабее и меньше чем в москве
3260	на большой станции в городе опять пение и крики встретили добровольцев опять явились с кружками сборщицы и сборщики и губернские дамы поднесли букеты добровольцам и пошли за ними в буфет но все это было уже гораздо слабее и меньше чем в москве
3260	iv во время остановки в губернском городе сергей иванович не пошел в буфет а стал ходить взад и вперед по платформе
3269	он пошел на хутор
3269	он пошел на хутор
3270	и она чувствуя прилив молока скорым шагом пошла в детскую
3270	и она чувствуя прилив молока скорым шагом пошла в детскую
3298	xii левин шел большими шагами по большой дороге прислушиваясь не столько к своим мыслям он не мог еще разобрать их сколько к душевному состоянию прежде никогда им не испытанному
3298	xii левин шел большими шагами по большой дороге прислушиваясь не столько к своим мыслям он не мог еще разобрать их сколько к душевному состоянию прежде никогда им не испытанному
3316	дойдя по узкой тропинке до нескошенной полянки покрытой с одной стороны сплошной яркой иван-да-марьей среди которой часто разрослись темно-зеленые высокие кусты чемерицы левин поместил своих гостей в густой свежей тени молодых осинок на скамейке и обрубках нарочно приготовленных для посетителей пчельника боящихся пчел а сам пошел на осек чтобы принести детям и большим хлеба огурцов и свежего меда
3316	дойдя по узкой тропинке до нескошенной полянки покрытой с одной стороны сплошной яркой иван-да-марьей среди которой часто разрослись темно-зеленые высокие кусты чемерицы левин поместил своих гостей в густой свежей тени молодых осинок на скамейке и обрубках нарочно приготовленных для посетителей пчельника боящихся пчел а сам пошел на осек чтобы принести детям и большим хлеба огурцов и свежего меда
3333	левин схватил пледы и побежал в колок
3334	белый занавес проливного дождя уже захватывал весь дальний лес и половину ближнего поля и быстро подвигался к колку
3334	белый занавес проливного дождя уже захватывал весь дальний лес и половину ближнего поля и быстро подвигался к колку
3338	так как это случалось только при важных случаях левин пошел в детскую
3339	он шел через террасу и смотрел на выступавшие две звезды на потемневшем уже небе и вдруг вспомнил да глядя на небо я думал о том что свод который я вижу не есть неправда и при этом что-то я недодумал что-то я скрыл от себя подумал он
3339	он шел через террасу и смотрел на выступавшие две звезды на потемневшем уже небе и вдруг вспомнил да глядя на небо я думал о том что свод который я вижу не есть неправда и при этом что-то я недодумал что-то я скрыл от себя подумал он
